GPIO;Device name; Signal name;Time (μs);Level;Duration (μs)
  17;   remote_a;   light_btn;   773847;    1;         1190
  17;   remote_a;   light_btn;   774305;    0;          458
  17;   remote_a;   light_btn;   775496;    1;         1191
  17;   remote_a;   light_btn;   775956;    0;          460
  17;   remote_a;   light_btn;   777143;    1;         1187
  17;   remote_a;   light_btn;   777606;    0;          463
  17;   remote_a;   light_btn;   777996;    1;          390
  17;   remote_a;   light_btn;   779243;    0;         1247
  17;   remote_a;   light_btn;   779634;    1;          391
  17;   remote_a;   light_btn;   780880;    0;         1246
  17;   remote_a;   light_btn;   782062;    1;         1182
  17;   remote_a;   light_btn;   782529;    0;          467
  17;   remote_a;   light_btn;   782921;    1;          392
  17;   remote_a;   light_btn;   784164;    0;         1243
  17;   remote_a;   light_btn;   784557;    1;          393
  17;   remote_a;   light_btn;   785799;    0;         1242
  17;   remote_a;   light_btn;   786193;    1;          394
  17;   remote_a;   light_btn;   787438;    0;         1245
  17;   remote_a;   light_btn;   787828;    1;          390
  17;   remote_a;   light_btn;   789076;    0;         1248
  17;   remote_a;   light_btn;   789465;    1;          389
  17;   remote_a;   light_btn;   790708;    0;         1243
  17;   remote_a;   light_btn;   791100;    1;          392
  17;   remote_a;   light_btn;   792345;    0;         1245
  17;   remote_a;   light_btn;   793530;    1;         1185
  17;   remote_a;   light_btn;   793991;    0;          461
  17;   remote_a;   light_btn;   795178;    1;         1187
  17;   remote_a;   light_btn;   795641;    0;          463
  17;   remote_a;   light_btn;   796035;    1;          394
  17;   remote_a;   light_btn;   797280;    0;         1245
  17;   remote_a;   light_btn;   797670;    1;          390
  17;   remote_a;   light_btn;   798913;    0;         1243
  17;   remote_a;   light_btn;   799307;    1;          394
  17;   remote_a;   light_btn;   800554;    0;         1247
  17;   remote_a;   light_btn;   800942;    1;          388
  17;   remote_a;   light_btn;   802184;    0;         1242
  17;   remote_a;   light_btn;   802579;    1;          395
  17;   remote_a;   light_btn;   803822;    0;         1243
  17;   remote_a;   light_btn;   805008;    1;         1186
  17;   remote_a;   light_btn;   805471;    0;          463
  17;   remote_a;   light_btn;   805862;    1;          391
  17;   remote_a;   light_btn;   807105;    0;         1243
  17;   remote_a;   light_btn;   807498;    1;          393
  17;   remote_a;   light_btn;   808741;    0;         1243
  17;   remote_a;   light_btn;   809132;    1;          391
  17;   remote_a;   light_btn;   821314;    0;        12182
  17;   remote_a;   light_btn;   821710;    1;          396
  17;   remote_a;   light_btn;   822951;    0;         1241
  17;   remote_a;   light_btn;   824139;    1;         1188
  17;   remote_a;   light_btn;   824601;    0;          462
  17;   remote_a;   light_btn;   825788;    1;         1187
  17;   remote_a;   light_btn;   826245;    0;          457
  17;   remote_a;   light_btn;   827436;    1;         1191
  17;   remote_a;   light_btn;   827897;    0;          461
  17;   remote_a;   light_btn;   829083;    1;         1186
  17;   remote_a;   light_btn;   829544;    0;          461
  17;   remote_a;   light_btn;   829936;    1;          392
  17;   remote_a;   light_btn;   831184;    0;         1248
  17;   remote_a;   light_btn;   831572;    1;          388
  17;   remote_a;   light_btn;   832821;    0;         1249
  17;   remote_a;   light_btn;   834001;    1;         1180
  17;   remote_a;   light_btn;   834467;    0;          466
  17;   remote_a;   light_btn;   834863;    1;          396
  17;   remote_a;   light_btn;   836108;    0;         1245
  17;   remote_a;   light_btn;   836498;    1;          390
  17;   remote_a;   light_btn;   837742;    0;         1244
  17;   remote_a;   light_btn;   838133;    1;          391
  17;   remote_a;   light_btn;   839379;    0;         1246
  17;   remote_a;   light_btn;   839769;    1;          390
  17;   remote_a;   light_btn;   841020;    0;         1251
  17;   remote_a;   light_btn;   841404;    1;          384
  17;   remote_a;   light_btn;   842653;    0;         1249
  17;   remote_a;   light_btn;   843041;    1;          388
  17;   remote_a;   light_btn;   844280;    0;         1239
  17;   remote_a;   light_btn;   845470;    1;         1190
  17;   remote_a;   light_btn;   845933;    0;          463
  17;   remote_a;   light_btn;   847118;    1;         1185
  17;   remote_a;   light_btn;   847583;    0;          465
  17;   remote_a;   light_btn;   847975;    1;          392
  17;   remote_a;   light_btn;   849219;    0;         1244
  17;   remote_a;   light_btn;   849611;    1;          392
  17;   remote_a;   light_btn;   850855;    0;         1244
  17;   remote_a;   light_btn;   851247;    1;          392
  17;   remote_a;   light_btn;   852490;    0;         1243
  17;   remote_a;   light_btn;   852881;    1;          391
  17;   remote_a;   light_btn;   854130;    0;         1249
  17;   remote_a;   light_btn;   854518;    1;          388
  17;   remote_a;   light_btn;   855768;    0;         1250
  17;   remote_a;   light_btn;   856947;    1;         1179
  17;   remote_a;   light_btn;   857408;    0;          461
  17;   remote_a;   light_btn;   857801;    1;          393
  17;   remote_a;   light_btn;   859046;    0;         1245
  17;   remote_a;   light_btn;   859436;    1;          390
  17;   remote_a;   light_btn;   860679;    0;         1243
  17;   remote_a;   light_btn;   861070;    1;          391
  17;   remote_a;   light_btn;   873255;    0;        12185
  17;   remote_a;   light_btn;   873651;    1;          396
  17;   remote_a;   light_btn;   874890;    0;         1239
  17;   remote_a;   light_btn;   876080;    1;         1190
  17;   remote_a;   light_btn;   876537;    0;          457
  17;   remote_a;   light_btn;   877728;    1;         1191
  17;   remote_a;   light_btn;   878189;    0;          461
  17;   remote_a;   light_btn;   879376;    1;         1187
  17;   remote_a;   light_btn;   879833;    0;          457
  17;   remote_a;   light_btn;   881023;    1;         1190
  17;   remote_a;   light_btn;   881483;    0;          460
  17;   remote_a;   light_btn;   881876;    1;          393
  17;   remote_a;   light_btn;   883116;    0;         1240
  17;   remote_a;   light_btn;   883512;    1;          396
  17;   remote_a;   light_btn;   884755;    0;         1243
  17;   remote_a;   light_btn;   885942;    1;         1187
  17;   remote_a;   light_btn;   886409;    0;          467
  17;   remote_a;   light_btn;   886803;    1;          394
  17;   remote_a;   light_btn;   888043;    0;         1240
  17;   remote_a;   light_btn;   888438;    1;          395
  17;   remote_a;   light_btn;   889680;    0;         1242
  17;   remote_a;   light_btn;   890073;    1;          393
  17;   remote_a;   light_btn;   891319;    0;         1246
  17;   remote_a;   light_btn;   891709;    1;          390
  17;   remote_a;   light_btn;   892955;    0;         1246
  17;   remote_a;   light_btn;   893345;    1;          390
  17;   remote_a;   light_btn;   894588;    0;         1243
  17;   remote_a;   light_btn;   894980;    1;          392
  17;   remote_a;   light_btn;   896224;    0;         1244
  17;   remote_a;   light_btn;   897411;    1;         1187
  17;   remote_a;   light_btn;   897873;    0;          462
  17;   remote_a;   light_btn;   899058;    1;         1185
  17;   remote_a;   light_btn;   899528;    0;          470
  17;   remote_a;   light_btn;   899917;    1;          389
  17;   remote_a;   light_btn;   901160;    0;         1243
  17;   remote_a;   light_btn;   901552;    1;          392
  17;   remote_a;   light_btn;   902793;    0;         1241
  17;   remote_a;   light_btn;   903187;    1;          394
  17;   remote_a;   light_btn;   904434;    0;         1247
  17;   remote_a;   light_btn;   904823;    1;          389
  17;   remote_a;   light_btn;   906066;    0;         1243
  17;   remote_a;   light_btn;   906458;    1;          392
  17;   remote_a;   light_btn;   907701;    0;         1243
  17;   remote_a;   light_btn;   908889;    1;         1188
  17;   remote_a;   light_btn;   909355;    0;          466
  17;   remote_a;   light_btn;   909742;    1;          387
  17;   remote_a;   light_btn;   910990;    0;         1248
  17;   remote_a;   light_btn;   911377;    1;          387
  17;   remote_a;   light_btn;   912624;    0;         1247
  17;   remote_a;   light_btn;   913012;    1;          388
  17;   remote_a;   light_btn;   925198;    0;        12186
  17;   remote_a;   light_btn;   925593;    1;          395
  17;   remote_a;   light_btn;   926831;    0;         1238
  17;   remote_a;   light_btn;   928022;    1;         1191
  17;   remote_a;   light_btn;   928483;    0;          461
  17;   remote_a;   light_btn;   929671;    1;         1188
  17;   remote_a;   light_btn;   930131;    0;          460
  17;   remote_a;   light_btn;   931319;    1;         1188
  17;   remote_a;   light_btn;   931780;    0;          461
  17;   remote_a;   light_btn;   932966;    1;         1186
  17;   remote_a;   light_btn;   933431;    0;          465
  17;   remote_a;   light_btn;   933819;    1;          388
  17;   remote_a;   light_btn;   935063;    0;         1244
  17;   remote_a;   light_btn;   935455;    1;          392
  17;   remote_a;   light_btn;   936702;    0;         1247
  17;   remote_a;   light_btn;   937885;    1;         1183
  17;   remote_a;   light_btn;   938354;    0;          469
  17;   remote_a;   light_btn;   938746;    1;          392
  17;   remote_a;   light_btn;   939991;    0;         1245
  17;   remote_a;   light_btn;   940381;    1;          390
  17;   remote_a;   light_btn;   941625;    0;         1244
  17;   remote_a;   light_btn;   942016;    1;          391
  17;   remote_a;   light_btn;   943262;    0;         1246
  17;   remote_a;   light_btn;   943652;    1;          390
  17;   remote_a;   light_btn;   944895;    0;         1243
  17;   remote_a;   light_btn;   945288;    1;          393
  17;   remote_a;   light_btn;   946531;    0;         1243
  17;   remote_a;   light_btn;   946925;    1;          394
  17;   remote_a;   light_btn;   948167;    0;         1242
  17;   remote_a;   light_btn;   949355;    1;         1188
  17;   remote_a;   light_btn;   949820;    0;          465
  17;   remote_a;   light_btn;   951003;    1;         1183
  17;   remote_a;   light_btn;   951469;    0;          466
  17;   remote_a;   light_btn;   951861;    1;          392
  17;   remote_a;   light_btn;   953107;    0;         1246
  17;   remote_a;   light_btn;   953496;    1;          389
  17;   remote_a;   light_btn;   954741;    0;         1245
  17;   remote_a;   light_btn;   955132;    1;          391
  17;   remote_a;   light_btn;   956380;    0;         1248
  17;   remote_a;   light_btn;   956767;    1;          387
  17;   remote_a;   light_btn;   958014;    0;         1247
  17;   remote_a;   light_btn;   958403;    1;          389
  17;   remote_a;   light_btn;   959647;    0;         1244
  17;   remote_a;   light_btn;   960832;    1;         1185
  17;   remote_a;   light_btn;   961293;    0;          461
  17;   remote_a;   light_btn;   961686;    1;          393
  17;   remote_a;   light_btn;   962930;    0;         1244
  17;   remote_a;   light_btn;   963321;    1;          391
  17;   remote_a;   light_btn;   964562;    0;         1241
  17;   remote_a;   light_btn;   964957;    1;          395
  17;   remote_a;   light_btn;   977140;    0;        12183
  17;   remote_a;   light_btn;   977534;    1;          394
  17;   remote_a;   light_btn;   978777;    0;         1243
  17;   remote_a;   light_btn;   979963;    1;         1186
  17;   remote_a;   light_btn;   980421;    0;          458
  17;   remote_a;   light_btn;   981610;    1;         1189
  17;   remote_a;   light_btn;   982069;    0;          459
  17;   remote_a;   light_btn;   983253;    1;         1184
  17;   remote_a;   light_btn;   983720;    0;          467
  17;   remote_a;   light_btn;   984906;    1;         1186
  17;   remote_a;   light_btn;   985367;    0;          461
  17;   remote_a;   light_btn;   985759;    1;          392
  17;   remote_a;   light_btn;   987005;    0;         1246
  17;   remote_a;   light_btn;   987394;    1;          389
  17;   remote_a;   light_btn;   988638;    0;         1244
  17;   remote_a;   light_btn;   989824;    1;         1186
  17;   remote_a;   light_btn;   990297;    0;          473
  17;   remote_a;   light_btn;   990683;    1;          386
  17;   remote_a;   light_btn;   991925;    0;         1242
  17;   remote_a;   light_btn;   992319;    1;          394
  17;   remote_a;   light_btn;   993561;    0;         1242
  17;   remote_a;   light_btn;   993954;    1;          393
  17;   remote_a;   light_btn;   995196;    0;         1242
  17;   remote_a;   light_btn;   995590;    1;          394
  17;   remote_a;   light_btn;   996832;    0;         1242
  17;   remote_a;   light_btn;   997225;    1;          393
  17;   remote_a;   light_btn;   998472;    0;         1247
  17;   remote_a;   light_btn;   998861;    1;          389
  17;   remote_a; bright_plus;     1184;    1;         1184
  17;   remote_a; bright_plus;     1650;    0;          466
  17;   remote_a; bright_plus;     2038;    1;          388
  17;   remote_a; bright_plus;     3282;    0;         1244
  17;   remote_a; bright_plus;     4466;    1;         1184
  17;   remote_a; bright_plus;     4930;    0;          464
  17;   remote_a; bright_plus;     5320;    1;          390
  17;   remote_a; bright_plus;    17504;    0;        12184
  17;   remote_a; bright_plus;    17898;    1;          394
  17;   remote_a; bright_plus;    19138;    0;         1240
  17;   remote_a; bright_plus;    20327;    1;         1189
  17;   remote_a; bright_plus;    20785;    0;          458
  17;   remote_a; bright_plus;    21974;    1;         1189
  17;   remote_a; bright_plus;    22442;    0;          468
  17;   remote_a; bright_plus;    23623;    1;         1181
  17;   remote_a; bright_plus;    24087;    0;          464
  17;   remote_a; bright_plus;    25269;    1;         1182
  17;   remote_a; bright_plus;    25734;    0;          465
  17;   remote_a; bright_plus;    26123;    1;          389
  17;   remote_a; bright_plus;    27369;    0;         1246
  17;   remote_a; bright_plus;    27758;    1;          389
  17;   remote_a; bright_plus;    29003;    0;         1245
  17;   remote_a; bright_plus;    30188;    1;         1185
  17;   remote_a; bright_plus;    30661;    0;          473
  17;   remote_a; bright_plus;    31048;    1;          387
  17;   remote_a; bright_plus;    32293;    0;         1245
  17;   remote_a; bright_plus;    32683;    1;          390
  17;   remote_a; bright_plus;    33929;    0;         1246
  17;   remote_a; bright_plus;    34319;    1;          390
  17;   remote_a; bright_plus;    35563;    0;         1244
  17;   remote_a; bright_plus;    35955;    1;          392
  17;   remote_a; bright_plus;    37198;    0;         1243
  17;   remote_a; bright_plus;    37590;    1;          392
  17;   remote_a; bright_plus;    38837;    0;         1247
  17;   remote_a; bright_plus;    39227;    1;          390
  17;   remote_a; bright_plus;    40471;    0;         1244
  17;   remote_a; bright_plus;    41657;    1;         1186
  17;   remote_a; bright_plus;    42128;    0;          471
  17;   remote_a; bright_plus;    43304;    1;         1176
  17;   remote_a; bright_plus;    43769;    0;          465
  17;   remote_a; bright_plus;    44160;    1;          391
  17;   remote_a; bright_plus;    45406;    0;         1246
  17;   remote_a; bright_plus;    45798;    1;          392
  17;   remote_a; bright_plus;    47043;    0;         1245
  17;   remote_a; bright_plus;    47434;    1;          391
  17;   remote_a; bright_plus;    48685;    0;         1251
  17;   remote_a; bright_plus;    49069;    1;          384
  17;   remote_a; bright_plus;    50312;    0;         1243
  17;   remote_a; bright_plus;    50705;    1;          393
  17;   remote_a; bright_plus;    51951;    0;         1246
  17;   remote_a; bright_plus;    53134;    1;         1183
  17;   remote_a; bright_plus;    53603;    0;          469
  17;   remote_a; bright_plus;    53988;    1;          385
  17;   remote_a; bright_plus;    55238;    0;         1250
  17;   remote_a; bright_plus;    56418;    1;         1180
  17;   remote_a; bright_plus;    56881;    0;          463
  17;   remote_a; bright_plus;    57270;    1;          389
  17;   remote_a; bright_plus;    69457;    0;        12187
  17;   remote_a; bright_plus;    69850;    1;          393
  17;   remote_a; bright_plus;    71097;    0;         1247
  17;   remote_a; bright_plus;    72280;    1;         1183
  17;   remote_a; bright_plus;    72739;    0;          459
  17;   remote_a; bright_plus;    73927;    1;         1188
  17;   remote_a; bright_plus;    74389;    0;          462
  17;   remote_a; bright_plus;    75576;    1;         1187
  17;   remote_a; bright_plus;    76040;    0;          464
  17;   remote_a; bright_plus;    77223;    1;         1183
  17;   remote_a; bright_plus;    77685;    0;          462
  17;   remote_a; bright_plus;    78076;    1;          391
  17;   remote_a; bright_plus;    79319;    0;         1243
  17;   remote_a; bright_plus;    79711;    1;          392
  17;   remote_a; bright_plus;    80955;    0;         1244
  17;   remote_a; bright_plus;    82141;    1;         1186
  17;   remote_a; bright_plus;    82607;    0;          466
  17;   remote_a; bright_plus;    83001;    1;          394
  17;   remote_a; bright_plus;    84243;    0;         1242
  17;   remote_a; bright_plus;    84635;    1;          392
  17;   remote_a; bright_plus;    85888;    0;         1253
  17;   remote_a; bright_plus;    86271;    1;          383
  17;   remote_a; bright_plus;    87521;    0;         1250
  17;   remote_a; bright_plus;    87906;    1;          385
  17;   remote_a; bright_plus;    89159;    0;         1253
  17;   remote_a; bright_plus;    89543;    1;          384
  17;   remote_a; bright_plus;    90785;    0;         1242
  17;   remote_a; bright_plus;    91177;    1;          392
  17;   remote_a; bright_plus;    92425;    0;         1248
  17;   remote_a; bright_plus;    93607;    1;         1182
  17;   remote_a; bright_plus;    94072;    0;          465
  17;   remote_a; bright_plus;    95255;    1;         1183
  17;   remote_a; bright_plus;    95723;    0;          468
  17;   remote_a; bright_plus;    96112;    1;          389
  17;   remote_a; bright_plus;    97357;    0;         1245
  17;   remote_a; bright_plus;    97747;    1;          390
  17;   remote_a; bright_plus;    98994;    0;         1247
  17;   remote_a; bright_plus;    99382;    1;          388
  17;   remote_a; bright_plus;   100632;    0;         1250
  17;   remote_a; bright_plus;   101019;    1;          387
  17;   remote_a; bright_plus;   102262;    0;         1243
  17;   remote_a; bright_plus;   102654;    1;          392
  17;   remote_a; bright_plus;   103897;    0;         1243
  17;   remote_a; bright_plus;   105083;    1;         1186
  17;   remote_a; bright_plus;   105545;    0;          462
  17;   remote_a; bright_plus;   105937;    1;          392
  17;   remote_a; bright_plus;   107188;    0;         1251
  17;   remote_a; bright_plus;   108367;    1;         1179
  17;   remote_a; bright_plus;   108831;    0;          464
  17;   remote_a; bright_plus;   109219;    1;          388
  17;   remote_a; bright_plus;   121405;    0;        12186
  17;   remote_a; bright_plus;   121796;    1;          391
  17;   remote_a; bright_plus;   123041;    0;         1245
  17;   remote_a; bright_plus;   124225;    1;         1184
  17;   remote_a; bright_plus;   124687;    0;          462
  17;   remote_a; bright_plus;   125874;    1;         1187
  17;   remote_a; bright_plus;   126338;    0;          464
  17;   remote_a; bright_plus;   127521;    1;         1183
  17;   remote_a; bright_plus;   127982;    0;          461
  17;   remote_a; bright_plus;   129168;    1;         1186
  17;   remote_a; bright_plus;   129633;    0;          465
  17;   remote_a; bright_plus;   130022;    1;          389
  17;   remote_a; bright_plus;   131265;    0;         1243
  17;   remote_a; bright_plus;   131657;    1;          392
  17;   remote_a; bright_plus;   132902;    0;         1245
  17;   remote_a; bright_plus;   134087;    1;         1185
  17;   remote_a; bright_plus;   134558;    0;          471
  17;   remote_a; bright_plus;   134947;    1;          389
  17;   remote_a; bright_plus;   136195;    0;         1248
  17;   remote_a; bright_plus;   136583;    1;          388
  17;   remote_a; bright_plus;   137826;    0;         1243
  17;   remote_a; bright_plus;   138218;    1;          392
  17;   remote_a; bright_plus;   139468;    0;         1250
  17;   remote_a; bright_plus;   139853;    1;          385
  17;   remote_a; bright_plus;   141098;    0;         1245
  17;   remote_a; bright_plus;   141490;    1;          392
  17;   remote_a; bright_plus;   142730;    0;         1240
  17;   remote_a; bright_plus;   143125;    1;          395
  17;   remote_a; bright_plus;   144372;    0;         1247
  17;   remote_a; bright_plus;   145554;    1;         1182
  17;   remote_a; bright_plus;   146018;    0;          464
  17;   remote_a; bright_plus;   147202;    1;         1184
  17;   remote_a; bright_plus;   147672;    0;          470
  17;   remote_a; bright_plus;   148060;    1;          388
  17;   remote_a; bright_plus;   149310;    0;         1250
  17;   remote_a; bright_plus;   149695;    1;          385
  17;   remote_a; bright_plus;   150941;    0;         1246
  17;   remote_a; bright_plus;   151332;    1;          391
  17;   remote_a; bright_plus;   152578;    0;         1246
  17;   remote_a; bright_plus;   152967;    1;          389
  17;   remote_a; bright_plus;   154217;    0;         1250
  17;   remote_a; bright_plus;   154603;    1;          386
  17;   remote_a; bright_plus;   155849;    0;         1246
  17;   remote_a; bright_plus;   157033;    1;         1184
  17;   remote_a; bright_plus;   157503;    0;          470
  17;   remote_a; bright_plus;   157887;    1;          384
  17;   remote_a; bright_plus;   159134;    0;         1247
  17;   remote_a; bright_plus;   160317;    1;         1183
  17;   remote_a; bright_plus;   160781;    0;          464
  17;   remote_a; bright_plus;   161168;    1;          387
  17;   remote_a; bright_plus;   173358;    0;        12190
  17;   remote_a; bright_plus;   173746;    1;          388
  17;   remote_a; bright_plus;   174988;    0;         1242
  17;   remote_a; bright_plus;   176176;    1;         1188
  17;   remote_a; bright_plus;   176639;    0;          463
  17;   remote_a; bright_plus;   177823;    1;         1184
  17;   remote_a; bright_plus;   178284;    0;          461
  17;   remote_a; bright_plus;   179472;    1;         1188
  17;   remote_a; bright_plus;   179938;    0;          466
  17;   remote_a; bright_plus;   181118;    1;         1180
  17;   remote_a; bright_plus;   181580;    0;          462
  17;   remote_a; bright_plus;   181970;    1;          390
  17;   remote_a; bright_plus;   183215;    0;         1245
  17;   remote_a; bright_plus;   183606;    1;          391
  17;   remote_a; bright_plus;   184849;    0;         1243
  17;   remote_a; bright_plus;   186034;    1;         1185
  17;   remote_a; bright_plus;   186508;    0;          474
  17;   remote_a; bright_plus;   186896;    1;          388
  17;   remote_a; bright_plus;   188141;    0;         1245
  17;   remote_a; bright_plus;   188531;    1;          390
  17;   remote_a; bright_plus;   189777;    0;         1246
  17;   remote_a; bright_plus;   190167;    1;          390
  17;   remote_a; bright_plus;   191413;    0;         1246
  17;   remote_a; bright_plus;   191802;    1;          389
  17;   remote_a; bright_plus;   193051;    0;         1249
  17;   remote_a; bright_plus;   193438;    1;          387
  17;   remote_a; bright_plus;   194680;    0;         1242
  17;   remote_a; bright_plus;   195074;    1;          394
  17;   remote_a; bright_plus;   196319;    0;         1245
  17;   remote_a; bright_plus;   197502;    1;         1183
  17;   remote_a; bright_plus;   197963;    0;          461
  17;   remote_a; bright_plus;   199151;    1;         1188
  17;   remote_a; bright_plus;   199618;    0;          467
  17;   remote_a; bright_plus;   200007;    1;          389
  17;   remote_a; bright_plus;   201253;    0;         1246
  17;   remote_a; bright_plus;   201643;    1;          390
  17;   remote_a; bright_plus;   202890;    0;         1247
  17;   remote_a; bright_plus;   203279;    1;          389
  17;   remote_a; bright_plus;   204524;    0;         1245
  17;   remote_a; bright_plus;   204915;    1;          391
  17;   remote_a; bright_plus;   206160;    0;         1245
  17;   remote_a; bright_plus;   206550;    1;          390
  17;   remote_a; bright_plus;   207796;    0;         1246
  17;   remote_a; bright_plus;   208980;    1;         1184
  17;   remote_a; bright_plus;   209444;    0;          464
  17;   remote_a; bright_plus;   209832;    1;          388
  17;   remote_a; bright_plus;   211078;    0;         1246
  17;   remote_a; bright_plus;   212263;    1;         1185
  17;   remote_a; bright_plus;   212725;    0;          462
  17;   remote_a; bright_plus;   213115;    1;          390
  17;   remote_a; bright_plus;   225300;    0;        12185
  17;   remote_a; bright_plus;   225691;    1;          391
  17;   remote_a; bright_plus;   226931;    0;         1240
  17;   remote_a; bright_plus;   228120;    1;         1189
  17;   remote_a; bright_plus;   228584;    0;          464
  17;   remote_a; bright_plus;   229768;    1;         1184
  17;   remote_a; bright_plus;   230233;    0;          465
  17;   remote_a; bright_plus;   231415;    1;         1182
  17;   remote_a; bright_plus;   231879;    0;          464
  17;   remote_a; bright_plus;   233063;    1;         1184
  17;   remote_a; bright_plus;   233527;    0;          464
  17;   remote_a; bright_plus;   233916;    1;          389
  17;   remote_a; bright_plus;   235160;    0;         1244
  17;   remote_a; bright_plus;   235551;    1;          391
  17;   remote_a; bright_plus;   236796;    0;         1245
  17;   remote_a; bright_plus;   237982;    1;         1186
  17;   remote_a; bright_plus;   238460;    0;          478
  17;   remote_a; bright_plus;   238841;    1;          381
  17;   remote_a; bright_plus;   240085;    0;         1244
  17;   remote_a; bright_plus;   240477;    1;          392
  17;   remote_a; bright_plus;   241727;    0;         1250
  17;   remote_a; bright_plus;   242114;    1;          387
  17;   remote_a; bright_plus;   243358;    0;         1244
  17;   remote_a; bright_plus;   243747;    1;          389
  17;   remote_a; bright_plus;   244995;    0;         1248
  17;   remote_a; bright_plus;   245384;    1;          389
  17;   remote_a; bright_plus;   246633;    0;         1249
  17;   remote_a; bright_plus;   247020;    1;          387
  17;   remote_a; bright_plus;   248271;    0;         1251
  17;   remote_a; bright_plus;   249449;    1;         1178
  17;   remote_a; bright_plus;   249912;    0;          463
  17;   remote_a; bright_plus;   251097;    1;         1185
  17;   remote_a; bright_plus;   251570;    0;          473
  17;   remote_a; bright_plus;   251954;    1;          384
  17;   remote_a; bright_plus;   253208;    0;         1254
  17;   remote_a; bright_plus;   253590;    1;          382
  17;   remote_a; bright_plus;   254837;    0;         1247
  17;   remote_a; bright_plus;   255226;    1;          389
  17;   remote_a; bright_plus;   256470;    0;         1244
  17;   remote_a; bright_plus;   256864;    1;          394
  17;   remote_a; bright_plus;   258106;    0;         1242
  17;   remote_a; bright_plus;   258497;    1;          391
  17;   remote_a; bright_plus;   259742;    0;         1245
  17;   remote_a; bright_plus;   260926;    1;         1184
  17;   remote_a; bright_plus;   261391;    0;          465
  17;   remote_a; bright_plus;   261780;    1;          389
  17;   remote_a; bright_plus;   263029;    0;         1249
  17;   remote_a; bright_plus;   264210;    1;         1181
  17;   remote_a; bright_plus;   264679;    0;          469
  17;   remote_a; bright_plus;   265062;    1;          383
  17;   remote_a; bright_plus;   277252;    0;        12190
  17;   remote_a; bright_plus;   277641;    1;          389
  17;   remote_a; bright_plus;   278884;    0;         1243
  17;   remote_a; bright_plus;   280071;    1;         1187
  17;   remote_a; bright_plus;   280531;    0;          460
  17;   remote_a; bright_plus;   281719;    1;         1188
  17;   remote_a; bright_plus;   282183;    0;          464
  17;   remote_a; bright_plus;   283366;    1;         1183
  17;   remote_a; bright_plus;   283831;    0;          465
  17;   remote_a; bright_plus;   285013;    1;         1182
  17;   remote_a; bright_plus;   285476;    0;          463
  17;   remote_a; bright_plus;   285867;    1;          391
  17;   remote_a; bright_plus;   287119;    0;         1252
  17;   remote_a; bright_plus;   287502;    1;          383
  17;   remote_a; bright_plus;   288750;    0;         1248
  17;   remote_a; bright_plus;   289931;    1;         1181
  17;   remote_a; bright_plus;   290402;    0;          471
  17;   remote_a; bright_plus;   290791;    1;          389
  17;   remote_a; bright_plus;   292037;    0;         1246
  17;   remote_a; bright_plus;   292428;    1;          391
  17;   remote_a; bright_plus;   293677;    0;         1249
  17;   remote_a; bright_plus;   294063;    1;          386
  17;   remote_a; bright_plus;   295312;    0;         1249
  17;   remote_a; bright_plus;   295699;    1;          387
  17;   remote_a; bright_plus;   296947;    0;         1248
  17;   remote_a; bright_plus;   297334;    1;          387
  17;   remote_a; bright_plus;   298580;    0;         1246
  17;   remote_a; bright_plus;   298971;    1;          391
  17;   remote_a; bright_plus;   300214;    0;         1243
  17;   remote_a; bright_plus;   301397;    1;         1183
  17;   remote_a; bright_plus;   301867;    0;          470
  17;   remote_a; bright_plus;   303046;    1;         1179
  17;   remote_a; bright_plus;   303516;    0;          470
  17;   remote_a; bright_plus;   303905;    1;          389
  17;   remote_a; bright_plus;   305151;    0;         1246
  17;   remote_a; bright_plus;   305539;    1;          388
  17;   remote_a; bright_plus;   306784;    0;         1245
  17;   remote_a; bright_plus;   307175;    1;          391
  17;   remote_a; bright_plus;   308422;    0;         1247
  17;   remote_a; bright_plus;   308810;    1;          388
  17;   remote_a; bright_plus;   310065;    0;         1255
  17;   remote_a; bright_plus;   310445;    1;          380
  17;   remote_a; bright_plus;   311695;    0;         1250
  17;   remote_a; bright_plus;   312875;    1;         1180
  17;   remote_a; bright_plus;   313337;    0;          462
  17;   remote_a; bright_plus;   313729;    1;          392
  17;   remote_a; bright_plus;   314974;    0;         1245
  17;   remote_a; bright_plus;   316158;    1;         1184
  17;   remote_a; bright_plus;   316625;    0;          467
  17;   remote_a; bright_plus;   317010;    1;          385
  17;   remote_a; bright_plus;   329203;    0;        12193
  17;   remote_a; bright_plus;   329588;    1;          385
  17;   remote_a; bright_plus;   330828;    0;         1240
  17;   remote_a; bright_plus;   332018;    1;         1190
  17;   remote_a; bright_plus;   332477;    0;          459
  17;   remote_a; bright_plus;   333665;    1;         1188
  17;   remote_a; bright_plus;   334129;    0;          464
  17;   remote_a; bright_plus;   335312;    1;         1183
  17;   remote_a; bright_plus;   335775;    0;          463
  17;   remote_a; bright_plus;   336959;    1;         1184
  17;   remote_a; bright_plus;   337425;    0;          466
  17;   remote_a; bright_plus;   337812;    1;          387
  17;   remote_a; bright_plus;   339057;    0;         1245
  17;   remote_a; bright_plus;   339448;    1;          391
  17;   remote_a; bright_plus;   340697;    0;         1249
  17;   remote_a; bright_plus;   341879;    1;         1182
  17;   remote_a; bright_plus;   342355;    0;          476
