GPIO;Device name; Signal name;Time (μs);Level;Duration (μs)
  17;   remote_a;  on_off_btn;      391;    1;          391
  17;   remote_a;  on_off_btn;     1638;    0;         1247
  17;   remote_a;  on_off_btn;     2824;    1;         1186
  17;   remote_a;  on_off_btn;     3283;    0;          459
  17;   remote_a;  on_off_btn;     4471;    1;         1188
  17;   remote_a;  on_off_btn;     4930;    0;          459
  17;   remote_a;  on_off_btn;     6119;    1;         1189
  17;   remote_a;  on_off_btn;     6580;    0;          461
  17;   remote_a;  on_off_btn;     7766;    1;         1186
  17;   remote_a;  on_off_btn;     8230;    0;          464
  17;   remote_a;  on_off_btn;     8620;    1;          390
  17;   remote_a;  on_off_btn;     9866;    0;         1246
  17;   remote_a;  on_off_btn;    10256;    1;          390
  17;   remote_a;  on_off_btn;    11501;    0;         1245
  17;   remote_a;  on_off_btn;    12685;    1;         1184
  17;   remote_a;  on_off_btn;    13160;    0;          475
  17;   remote_a;  on_off_btn;    13545;    1;          385
  17;   remote_a;  on_off_btn;    14788;    0;         1243
  17;   remote_a;  on_off_btn;    15180;    1;          392
  17;   remote_a;  on_off_btn;    16426;    0;         1246
  17;   remote_a;  on_off_btn;    16815;    1;          389
  17;   remote_a;  on_off_btn;    18056;    0;         1241
  17;   remote_a;  on_off_btn;    18450;    1;          394
  17;   remote_a;  on_off_btn;    19689;    0;         1239
  17;   remote_a;  on_off_btn;    20085;    1;          396
  17;   remote_a;  on_off_btn;    21330;    0;         1245
  17;   remote_a;  on_off_btn;    21721;    1;          391
  17;   remote_a;  on_off_btn;    22964;    0;         1243
  17;   remote_a;  on_off_btn;    24150;    1;         1186
  17;   remote_a;  on_off_btn;    24618;    0;          468
  17;   remote_a;  on_off_btn;    25798;    1;         1180
  17;   remote_a;  on_off_btn;    26270;    0;          472
  17;   remote_a;  on_off_btn;    26655;    1;          385
  17;   remote_a;  on_off_btn;    27899;    0;         1244
  17;   remote_a;  on_off_btn;    28291;    1;          392
  17;   remote_a;  on_off_btn;    29536;    0;         1245
  17;   remote_a;  on_off_btn;    29926;    1;          390
  17;   remote_a;  on_off_btn;    31171;    0;         1245
  17;   remote_a;  on_off_btn;    31562;    1;          391
  17;   remote_a;  on_off_btn;    32808;    0;         1246
  17;   remote_a;  on_off_btn;    33197;    1;          389
  17;   remote_a;  on_off_btn;    34441;    0;         1244
  17;   remote_a;  on_off_btn;    34832;    1;          391
  17;   remote_a;  on_off_btn;    36079;    0;         1247
  17;   remote_a;  on_off_btn;    36467;    1;          388
  17;   remote_a;  on_off_btn;    37709;    0;         1242
  17;   remote_a;  on_off_btn;    38898;    1;         1189
  17;   remote_a;  on_off_btn;    39365;    0;          467
  17;   remote_a;  on_off_btn;    39750;    1;          385
  17;   remote_a;  on_off_btn;    51926;    0;        12176
  17;   remote_a;  on_off_btn;    52324;    1;          398
  17;   remote_a;  on_off_btn;    53566;    0;         1242
  17;   remote_a;  on_off_btn;    54754;    1;         1188
  17;   remote_a;  on_off_btn;    55215;    0;          461
  17;   remote_a;  on_off_btn;    56402;    1;         1187
  17;   remote_a;  on_off_btn;    56861;    0;          459
  17;   remote_a;  on_off_btn;    58048;    1;         1187
  17;   remote_a;  on_off_btn;    58508;    0;          460
  17;   remote_a;  on_off_btn;    59696;    1;         1188
  17;   remote_a;  on_off_btn;    60159;    0;          463
  17;   remote_a;  on_off_btn;    60549;    1;          390
  17;   remote_a;  on_off_btn;    61795;    0;         1246
  17;   remote_a;  on_off_btn;    62185;    1;          390
  17;   remote_a;  on_off_btn;    63427;    0;         1242
  17;   remote_a;  on_off_btn;    64615;    1;         1188
  17;   remote_a;  on_off_btn;    65088;    0;          473
  17;   remote_a;  on_off_btn;    65475;    1;          387
  17;   remote_a;  on_off_btn;    66717;    0;         1242
  17;   remote_a;  on_off_btn;    67111;    1;          394
  17;   remote_a;  on_off_btn;    68355;    0;         1244
  17;   remote_a;  on_off_btn;    68745;    1;          390
  17;   remote_a;  on_off_btn;    69992;    0;         1247
  17;   remote_a;  on_off_btn;    70382;    1;          390
  17;   remote_a;  on_off_btn;    71625;    0;         1243
  17;   remote_a;  on_off_btn;    72016;    1;          391
  17;   remote_a;  on_off_btn;    73262;    0;         1246
  17;   remote_a;  on_off_btn;    73651;    1;          389
  17;   remote_a;  on_off_btn;    74892;    0;         1241
  17;   remote_a;  on_off_btn;    76082;    1;         1190
  17;   remote_a;  on_off_btn;    76542;    0;          460
  17;   remote_a;  on_off_btn;    77729;    1;         1187
  17;   remote_a;  on_off_btn;    78193;    0;          464
  17;   remote_a;  on_off_btn;    78586;    1;          393
  17;   remote_a;  on_off_btn;    79832;    0;         1246
  17;   remote_a;  on_off_btn;    80222;    1;          390
  17;   remote_a;  on_off_btn;    81468;    0;         1246
  17;   remote_a;  on_off_btn;    81857;    1;          389
  17;   remote_a;  on_off_btn;    83104;    0;         1247
  17;   remote_a;  on_off_btn;    83493;    1;          389
  17;   remote_a;  on_off_btn;    84734;    0;         1241
  17;   remote_a;  on_off_btn;    85127;    1;          393
  17;   remote_a;  on_off_btn;    86371;    0;         1244
  17;   remote_a;  on_off_btn;    86762;    1;          391
  17;   remote_a;  on_off_btn;    88005;    0;         1243
  17;   remote_a;  on_off_btn;    88398;    1;          393
  17;   remote_a;  on_off_btn;    89639;    0;         1241
  17;   remote_a;  on_off_btn;    90827;    1;         1188
  17;   remote_a;  on_off_btn;    91290;    0;          463
  17;   remote_a;  on_off_btn;    91680;    1;          390
  17;   remote_a;  on_off_btn;   103858;    0;        12178
  17;   remote_a;  on_off_btn;   104257;    1;          399
  17;   remote_a;  on_off_btn;   105498;    0;         1241
  17;   remote_a;  on_off_btn;   106686;    1;         1188
  17;   remote_a;  on_off_btn;   107146;    0;          460
  17;   remote_a;  on_off_btn;   108333;    1;         1187
  17;   remote_a;  on_off_btn;   108796;    0;          463
  17;   remote_a;  on_off_btn;   109981;    1;         1185
  17;   remote_a;  on_off_btn;   110439;    0;          458
  17;   remote_a;  on_off_btn;   111627;    1;         1188
  17;   remote_a;  on_off_btn;   112089;    0;          462
  17;   remote_a;  on_off_btn;   112481;    1;          392
  17;   remote_a;  on_off_btn;   113729;    0;         1248
  17;   remote_a;  on_off_btn;   114117;    1;          388
  17;   remote_a;  on_off_btn;   115359;    0;         1242
  17;   remote_a;  on_off_btn;   116547;    1;         1188
  17;   remote_a;  on_off_btn;   117015;    0;          468
  17;   remote_a;  on_off_btn;   117406;    1;          391
  17;   remote_a;  on_off_btn;   118648;    0;         1242
  17;   remote_a;  on_off_btn;   119041;    1;          393
  17;   remote_a;  on_off_btn;   120285;    0;         1244
  17;   remote_a;  on_off_btn;   120677;    1;          392
  17;   remote_a;  on_off_btn;   121924;    0;         1247
  17;   remote_a;  on_off_btn;   122314;    1;          390
  17;   remote_a;  on_off_btn;   123562;    0;         1248
  17;   remote_a;  on_off_btn;   123948;    1;          386
  17;   remote_a;  on_off_btn;   125193;    0;         1245
  17;   remote_a;  on_off_btn;   125584;    1;          391
  17;   remote_a;  on_off_btn;   126828;    0;         1244
  17;   remote_a;  on_off_btn;   128014;    1;         1186
  17;   remote_a;  on_off_btn;   128480;    0;          466
  17;   remote_a;  on_off_btn;   129662;    1;         1182
  17;   remote_a;  on_off_btn;   130130;    0;          468
  17;   remote_a;  on_off_btn;   130519;    1;          389
  17;   remote_a;  on_off_btn;   131767;    0;         1248
  17;   remote_a;  on_off_btn;   132155;    1;          388
  17;   remote_a;  on_off_btn;   133403;    0;         1248
  17;   remote_a;  on_off_btn;   133791;    1;          388
  17;   remote_a;  on_off_btn;   135034;    0;         1243
  17;   remote_a;  on_off_btn;   135426;    1;          392
  17;   remote_a;  on_off_btn;   136668;    0;         1242
  17;   remote_a;  on_off_btn;   137061;    1;          393
  17;   remote_a;  on_off_btn;   138308;    0;         1247
  17;   remote_a;  on_off_btn;   138697;    1;          389
  17;   remote_a;  on_off_btn;   139943;    0;         1246
  17;   remote_a;  on_off_btn;   140333;    1;          390
  17;   remote_a;  on_off_btn;   141576;    0;         1243
  17;   remote_a;  on_off_btn;   142762;    1;         1186
  17;   remote_a;  on_off_btn;   143222;    0;          460
  17;   remote_a;  on_off_btn;   143613;    1;          391
  17;   remote_a;  on_off_btn;   155796;    0;        12183
  17;   remote_a;  on_off_btn;   156190;    1;          394
  17;   remote_a;  on_off_btn;   157431;    0;         1241
  17;   remote_a;  on_off_btn;   158620;    1;         1189
  17;   remote_a;  on_off_btn;   159076;    0;          456
  17;   remote_a;  on_off_btn;   160269;    1;         1193
  17;   remote_a;  on_off_btn;   160726;    0;          457
  17;   remote_a;  on_off_btn;   161916;    1;         1190
  17;   remote_a;  on_off_btn;   162377;    0;          461
  17;   remote_a;  on_off_btn;   163564;    1;         1187
  17;   remote_a;  on_off_btn;   164030;    0;          466
  17;   remote_a;  on_off_btn;   164417;    1;          387
  17;   remote_a;  on_off_btn;   165659;    0;         1242
  17;   remote_a;  on_off_btn;   166052;    1;          393
  17;   remote_a;  on_off_btn;   167295;    0;         1243
  17;   remote_a;  on_off_btn;   168483;    1;         1188
  17;   remote_a;  on_off_btn;   168951;    0;          468
  17;   remote_a;  on_off_btn;   169342;    1;          391
  17;   remote_a;  on_off_btn;   170594;    0;         1252
  17;   remote_a;  on_off_btn;   170977;    1;          383
  17;   remote_a;  on_off_btn;   172221;    0;         1244
  17;   remote_a;  on_off_btn;   172613;    1;          392
  17;   remote_a;  on_off_btn;   173859;    0;         1246
  17;   remote_a;  on_off_btn;   174249;    1;          390
  17;   remote_a;  on_off_btn;   175494;    0;         1245
  17;   remote_a;  on_off_btn;   175884;    1;          390
  17;   remote_a;  on_off_btn;   177126;    0;         1242
  17;   remote_a;  on_off_btn;   177519;    1;          393
  17;   remote_a;  on_off_btn;   178761;    0;         1242
  17;   remote_a;  on_off_btn;   179948;    1;         1187
  17;   remote_a;  on_off_btn;   180416;    0;          468
  17;   remote_a;  on_off_btn;   181593;    1;         1177
  17;   remote_a;  on_off_btn;   182062;    0;          469
  17;   remote_a;  on_off_btn;   182453;    1;          391
  17;   remote_a;  on_off_btn;   183696;    0;         1243
  17;   remote_a;  on_off_btn;   184089;    1;          393
  17;   remote_a;  on_off_btn;   185336;    0;         1247
  17;   remote_a;  on_off_btn;   185725;    1;          389
  17;   remote_a;  on_off_btn;   186972;    0;         1247
  17;   remote_a;  on_off_btn;   187359;    1;          387
  17;   remote_a;  on_off_btn;   188604;    0;         1245
  17;   remote_a;  on_off_btn;   188994;    1;          390
  17;   remote_a;  on_off_btn;   190240;    0;         1246
  17;   remote_a;  on_off_btn;   190631;    1;          391
  17;   remote_a;  on_off_btn;   191872;    0;         1241
  17;   remote_a;  on_off_btn;   192266;    1;          394
  17;   remote_a;  on_off_btn;   193512;    0;         1246
  17;   remote_a;  on_off_btn;   194696;    1;         1184
  17;   remote_a;  on_off_btn;   195156;    0;          460
  17;   remote_a;  on_off_btn;   195548;    1;          392
  17;   remote_a;  on_off_btn;   207727;    0;        12179
  17;   remote_a;  on_off_btn;   208124;    1;          397
  17;   remote_a;  on_off_btn;   209363;    0;         1239
  17;   remote_a;  on_off_btn;   210553;    1;         1190
  17;   remote_a;  on_off_btn;   211013;    0;          460
  17;   remote_a;  on_off_btn;   212201;    1;         1188
  17;   remote_a;  on_off_btn;   212663;    0;          462
  17;   remote_a;  on_off_btn;   213849;    1;         1186
  17;   remote_a;  on_off_btn;   214312;    0;          463
  17;   remote_a;  on_off_btn;   215495;    1;         1183
  17;   remote_a;  on_off_btn;   215958;    0;          463
  17;   remote_a;  on_off_btn;   216348;    1;          390
  17;   remote_a;  on_off_btn;   217594;    0;         1246
  17;   remote_a;  on_off_btn;   217984;    1;          390
  17;   remote_a;  on_off_btn;   219228;    0;         1244
  17;   remote_a;  on_off_btn;   220413;    1;         1185
  17;   remote_a;  on_off_btn;   220885;    0;          472
  17;   remote_a;  on_off_btn;   221273;    1;          388
  17;   remote_a;  on_off_btn;   222519;    0;         1246
  17;   remote_a;  on_off_btn;   222909;    1;          390
  17;   remote_a;  on_off_btn;   224152;    0;         1243
  17;   remote_a;  on_off_btn;   224544;    1;          392
  17;   remote_a;  on_off_btn;   225792;    0;         1248
  17;   remote_a;  on_off_btn;   226180;    1;          388
  17;   remote_a;  on_off_btn;   227427;    0;         1247
  17;   remote_a;  on_off_btn;   227815;    1;          388
  17;   remote_a;  on_off_btn;   229058;    0;         1243
  17;   remote_a;  on_off_btn;   229450;    1;          392
  17;   remote_a;  on_off_btn;   230696;    0;         1246
  17;   remote_a;  on_off_btn;   231881;    1;         1185
  17;   remote_a;  on_off_btn;   232344;    0;          463
  17;   remote_a;  on_off_btn;   233529;    1;         1185
  17;   remote_a;  on_off_btn;   234000;    0;          471
  17;   remote_a;  on_off_btn;   234382;    1;          382
  17;   remote_a;  on_off_btn;   235631;    0;         1249
  17;   remote_a;  on_off_btn;   236020;    1;          389
  17;   remote_a;  on_off_btn;   237266;    0;         1246
  17;   remote_a;  on_off_btn;   237656;    1;          390
  17;   remote_a;  on_off_btn;   238899;    0;         1243
  17;   remote_a;  on_off_btn;   239292;    1;          393
  17;   remote_a;  on_off_btn;   240535;    0;         1243
  17;   remote_a;  on_off_btn;   240927;    1;          392
  17;   remote_a;  on_off_btn;   242173;    0;         1246
  17;   remote_a;  on_off_btn;   242562;    1;          389
  17;   remote_a;  on_off_btn;   243806;    0;         1244
  17;   remote_a;  on_off_btn;   244198;    1;          392
  17;   remote_a;  on_off_btn;   245442;    0;         1244
  17;   remote_a;  on_off_btn;   246626;    1;         1184
  17;   remote_a;  on_off_btn;   247089;    0;          463
  17;   remote_a;  on_off_btn;   247480;    1;          391
  17;   remote_a;  on_off_btn;   259666;    0;        12186
  17;   remote_a;  on_off_btn;   260057;    1;          391
  17;   remote_a;  on_off_btn;   261299;    0;         1242
  17;   remote_a;  on_off_btn;   262486;    1;         1187
  17;   remote_a;  on_off_btn;   262945;    0;          459
  17;   remote_a;  on_off_btn;   264135;    1;         1190
  17;   remote_a;  on_off_btn;   264596;    0;          461
  17;   remote_a;  on_off_btn;   265782;    1;         1186
  17;   remote_a;  on_off_btn;   266246;    0;          464
  17;   remote_a;  on_off_btn;   267430;    1;         1184
  17;   remote_a;  on_off_btn;   267892;    0;          462
  17;   remote_a;  on_off_btn;   268283;    1;          391
  17;   remote_a;  on_off_btn;   269526;    0;         1243
  17;   remote_a;  on_off_btn;   269918;    1;          392
  17;   remote_a;  on_off_btn;   271177;    0;         1259
  17;   remote_a;  on_off_btn;   272349;    1;         1172
  17;   remote_a;  on_off_btn;   272815;    0;          466
  17;   remote_a;  on_off_btn;   273207;    1;          392
  17;   remote_a;  on_off_btn;   274455;    0;         1248
  17;   remote_a;  on_off_btn;   274843;    1;          388
  17;   remote_a;  on_off_btn;   276087;    0;         1244
  17;   remote_a;  on_off_btn;   276481;    1;          394
  17;   remote_a;  on_off_btn;   277721;    0;         1240
  17;   remote_a;  on_off_btn;   278115;    1;          394
  17;   remote_a;  on_off_btn;   279359;    0;         1244
  17;   remote_a;  on_off_btn;   279750;    1;          391
  17;   remote_a;  on_off_btn;   280994;    0;         1244
  17;   remote_a;  on_off_btn;   281386;    1;          392
  17;   remote_a;  on_off_btn;   282630;    0;         1244
  17;   remote_a;  on_off_btn;   283817;    1;         1187
  17;   remote_a;  on_off_btn;   284281;    0;          464
  17;   remote_a;  on_off_btn;   285464;    1;         1183
  17;   remote_a;  on_off_btn;   285934;    0;          470
  17;   remote_a;  on_off_btn;   286318;    1;          384
  17;   remote_a;  on_off_btn;   287567;    0;         1249
  17;   remote_a;  on_off_btn;   287956;    1;          389
  17;   remote_a;  on_off_btn;   289201;    0;         1245
  17;   remote_a;  on_off_btn;   289592;    1;          391
  17;   remote_a;  on_off_btn;   290834;    0;         1242
  17;   remote_a;  on_off_btn;   291227;    1;          393
  17;   remote_a;  on_off_btn;   292469;    0;         1242
  17;   remote_a;  on_off_btn;   292863;    1;          394
  17;   remote_a;  on_off_btn;   294107;    0;         1244
  17;   remote_a;  on_off_btn;   294500;    1;          393
  17;   remote_a;  on_off_btn;   295741;    0;         1241
  17;   remote_a;  on_off_btn;   296134;    1;          393
  17;   remote_a;  on_off_btn;   297377;    0;         1243
  17;   remote_a;  on_off_btn;   298564;    1;         1187
  17;   remote_a;  on_off_btn;   299026;    0;          462
  17;   remote_a;  on_off_btn;   299416;    1;          390
  17;   remote_a;  on_off_btn;   311601;    0;        12185
  17;   remote_a;  on_off_btn;   311995;    1;          394
  17;   remote_a;  on_off_btn;   313234;    0;         1239
  17;   remote_a;  on_off_btn;   314425;    1;         1191
  17;   remote_a;  on_off_btn;   314884;    0;          459
  17;   remote_a;  on_off_btn;   316073;    1;         1189
  17;   remote_a;  on_off_btn;   316534;    0;          461
  17;   remote_a;  on_off_btn;   317722;    1;         1188
  17;   remote_a;  on_off_btn;   318187;    0;          465
  17;   remote_a;  on_off_btn;   319368;    1;         1181
  17;   remote_a;  on_off_btn;   319833;    0;          465
  17;   remote_a;  on_off_btn;   320222;    1;          389
  17;   remote_a;  on_off_btn;   321469;    0;         1247
  17;   remote_a;  on_off_btn;   321859;    1;          390
  17;   remote_a;  on_off_btn;   323105;    0;         1246
  17;   remote_a;  on_off_btn;   324290;    1;         1185
  17;   remote_a;  on_off_btn;   324763;    0;          473
  17;   remote_a;  on_off_btn;   325149;    1;          386
  17;   remote_a;  on_off_btn;   326395;    0;         1246
  17;   remote_a;  on_off_btn;   326784;    1;          389
  17;   remote_a;  on_off_btn;   328034;    0;         1250
  17;   remote_a;  on_off_btn;   328422;    1;          388
  17;   remote_a;  on_off_btn;   329667;    0;         1245
  17;   remote_a;  on_off_btn;   330057;    1;          390
  17;   remote_a;  on_off_btn;   331299;    0;         1242
  17;   remote_a;  on_off_btn;   331692;    1;          393
  17;   remote_a;  on_off_btn;   332940;    0;         1248
  17;   remote_a;  on_off_btn;   333328;    1;          388
  17;   remote_a;  on_off_btn;   334575;    0;         1247
  17;   remote_a;  on_off_btn;   335758;    1;         1183
  17;   remote_a;  on_off_btn;   336228;    0;          470
  17;   remote_a;  on_off_btn;   337407;    1;         1179
  17;   remote_a;  on_off_btn;   337873;    0;          466
  17;   remote_a;  on_off_btn;   338264;    1;          391
  17;   remote_a;  on_off_btn;   339509;    0;         1245
  17;   remote_a;  on_off_btn;   339900;    1;          391
  17;   remote_a;  on_off_btn;   341149;    0;         1249
  17;   remote_a;  on_off_btn;   341534;    1;          385
  17;   remote_a;  on_off_btn;   342783;    0;         1249
  17;   remote_a;  on_off_btn;   343172;    1;          389
  17;   remote_a;  on_off_btn;   344427;    0;         1255
  17;   remote_a;  on_off_btn;   344808;    1;          381
  17;   remote_a;  on_off_btn;   346065;    0;         1257
  17;   remote_a;  on_off_btn;   346445;    1;          380
  17;   remote_a;  on_off_btn;   347688;    0;         1243
  17;   remote_a;  on_off_btn;   348079;    1;          391
  17;   remote_a;  on_off_btn;   349323;    0;         1244
  17;   remote_a;  on_off_btn;   350511;    1;         1188
  17;   remote_a;  on_off_btn;   350974;    0;          463
  17;   remote_a;  on_off_btn;   351363;    1;          389
  17;   remote_a;  on_off_btn;   363546;    0;        12183
  17;   remote_a;  on_off_btn;   363944;    1;          398
  17;   remote_a;  on_off_btn;   365185;    0;         1241
  17;   remote_a;  on_off_btn;   366372;    1;         1187
  17;   remote_a;  on_off_btn;   366831;    0;          459
  17;   remote_a;  on_off_btn;   368021;    1;         1190
  17;   remote_a;  on_off_btn;   368481;    0;          460
  17;   remote_a;  on_off_btn;   369668;    1;         1187
  17;   remote_a;  on_off_btn;   370132;    0;          464
  17;   remote_a;  on_off_btn;   371315;    1;         1183
  17;   remote_a;  on_off_btn;   371782;    0;          467
  17;   remote_a;  on_off_btn;   372169;    1;          387
  17;   remote_a;  on_off_btn;   373413;    0;         1244
  17;   remote_a;  on_off_btn;   373805;    1;          392
  17;   remote_a;  on_off_btn;   375049;    0;         1244
  17;   remote_a;  on_off_btn;   376234;    1;         1185
  17;   remote_a;  on_off_btn;   376705;    0;          471
  17;   remote_a;  on_off_btn;   377093;    1;          388
  17;   remote_a;  on_off_btn;   378337;    0;         1244
  17;   remote_a;  on_off_btn;   378731;    1;          394
  17;   remote_a;  on_off_btn;   379971;    0;         1240
  17;   remote_a;  on_off_btn;   380366;    1;          395
  17;   remote_a;  on_off_btn;   381611;    0;         1245
  17;   remote_a;  on_off_btn;   382003;    1;          392
  17;   remote_a;  on_off_btn;   383249;    0;         1246
  17;   remote_a;  on_off_btn;   383636;    1;          387
  17;   remote_a;  on_off_btn;   384883;    0;         1247
  17;   remote_a;  on_off_btn;   385272;    1;          389
  17;   remote_a;  on_off_btn;   386516;    0;         1244
  17;   remote_a;  on_off_btn;   387703;    1;         1187
  17;   remote_a;  on_off_btn;   388167;    0;          464
  17;   remote_a;  on_off_btn;   389351;    1;         1184
  17;   remote_a;  on_off_btn;   389824;    0;          473
  17;   remote_a;  on_off_btn;   390209;    1;          385
  17;   remote_a;  on_off_btn;   391453;    0;         1244
  17;   remote_a;  on_off_btn;   391843;    1;          390
  17;   remote_a;  on_off_btn;   393092;    0;         1249
  17;   remote_a;  on_off_btn;   393479;    1;          387
  17;   remote_a;  on_off_btn;   394726;    0;         1247
  17;   remote_a;  on_off_btn;   395116;    1;          390
  17;   remote_a;  on_off_btn;   396361;    0;         1245
  17;   remote_a;  on_off_btn;   396751;    1;          390
  17;   remote_a;  on_off_btn;   398000;    0;         1249
  17;   remote_a;  on_off_btn;   398388;    1;          388
  17;   remote_a;  on_off_btn;   399633;    0;         1245
  17;   remote_a;  on_off_btn;   400024;    1;          391
  17;   remote_a;  on_off_btn;   401269;    0;         1245
  17;   remote_a;  on_off_btn;   402454;    1;         1185
  17;   remote_a;  on_off_btn;   402916;    0;          462
  17;   remote_a;  on_off_btn;   403307;    1;          391
  17;   remote_a;  on_off_btn;   415489;    0;        12182
  17;   remote_a;  on_off_btn;   415886;    1;          397
  17;   remote_a;  on_off_btn;   417125;    0;         1239
  17;   remote_a;  on_off_btn;   418316;    1;         1191
  17;   remote_a;  on_off_btn;   418777;    0;          461
  17;   remote_a;  on_off_btn;   419964;    1;         1187
  17;   remote_a;  on_off_btn;   420426;    0;          462
  17;   remote_a;  on_off_btn;   421611;    1;         1185
  17;   remote_a;  on_off_btn;   422077;    0;          466
  17;   remote_a;  on_off_btn;   423259;    1;         1182
  17;   remote_a;  on_off_btn;   423724;    0;          465
  17;   remote_a;  on_off_btn;   424112;    1;          388
  17;   remote_a;  on_off_btn;   425354;    0;         1242
  17;   remote_a;  on_off_btn;   425745;    1;          391
  17;   remote_a;  on_off_btn;   426991;    0;         1246
  17;   remote_a;  on_off_btn;   428178;    1;         1187
  17;   remote_a;  on_off_btn;   428651;    0;          473
  17;   remote_a;  on_off_btn;   429038;    1;          387
  17;   remote_a;  on_off_btn;   430283;    0;         1245
  17;   remote_a;  on_off_btn;   430673;    1;          390
  17;   remote_a;  on_off_btn;   431918;    0;         1245
  17;   remote_a;  on_off_btn;   432309;    1;          391
  17;   remote_a;  on_off_btn;   433570;    0;         1261
  17;   remote_a;  on_off_btn;   433945;    1;          375
  17;   remote_a;  on_off_btn;   435189;    0;         1244
  17;   remote_a;  on_off_btn;   435580;    1;          391
  17;   remote_a;  on_off_btn;   436824;    0;         1244
  17;   remote_a;  on_off_btn;   437216;    1;          392
  17;   remote_a;  on_off_btn;   438462;    0;         1246
  17;   remote_a;  on_off_btn;   439646;    1;         1184
  17;   remote_a;  on_off_btn;   440110;    0;          464
  17;   remote_a;  on_off_btn;   441295;    1;         1185
  17;   remote_a;  on_off_btn;   441761;    0;          466
  17;   remote_a;  on_off_btn;   442152;    1;          391
  17;   remote_a;  on_off_btn;   443397;    0;         1245
  17;   remote_a;  on_off_btn;   443787;    1;          390
  17;   remote_a;  on_off_btn;   445033;    0;         1246
  17;   remote_a;  on_off_btn;   445423;    1;          390
  17;   remote_a;  on_off_btn;   446664;    0;         1241
  17;   remote_a;  on_off_btn;   447058;    1;          394
  17;   remote_a;  on_off_btn;   448309;    0;         1251
  17;   remote_a;  on_off_btn;   448694;    1;          385
  17;   remote_a;  on_off_btn;   449937;    0;         1243
  17;   remote_a;  on_off_btn;   450329;    1;          392
  17;   remote_a;  on_off_btn;   451577;    0;         1248
  17;   remote_a;  on_off_btn;   451965;    1;          388
  17;   remote_a;  on_off_btn;   453210;    0;         1245
  17;   remote_a;  on_off_btn;   454395;    1;         1185
  17;   remote_a;  on_off_btn;   454856;    0;          461
  17;   remote_a;  on_off_btn;   455247;    1;          391
  17;   remote_a;  on_off_btn;   467429;    0;        12182
  17;   remote_a;  on_off_btn;   467824;    1;          395
  17;   remote_a;  on_off_btn;   469062;    0;         1238
  17;   remote_a;  on_off_btn;   470254;    1;         1192
  17;   remote_a;  on_off_btn;   470710;    0;          456
  17;   remote_a;  on_off_btn;   471902;    1;         1192
  17;   remote_a;  on_off_btn;   472364;    0;          462
  17;   remote_a;  on_off_btn;   473550;    1;         1186
  17;   remote_a;  on_off_btn;   474009;    0;          459
  17;   remote_a;  on_off_btn;   475197;    1;         1188
  17;   remote_a;  on_off_btn;   475663;    0;          466
  17;   remote_a;  on_off_btn;   476050;    1;          387
  17;   remote_a;  on_off_btn;   477298;    0;         1248
  17;   remote_a;  on_off_btn;   477686;    1;          388
  17;   remote_a;  on_off_btn;   478930;    0;         1244
  17;   remote_a;  on_off_btn;   480115;    1;         1185
  17;   remote_a;  on_off_btn;   480588;    0;          473
  17;   remote_a;  on_off_btn;   480975;    1;          387
  17;   remote_a;  on_off_btn;   482221;    0;         1246
  17;   remote_a;  on_off_btn;   482610;    1;          389
  17;   remote_a;  on_off_btn;   483853;    0;         1243
  17;   remote_a;  on_off_btn;   484245;    1;          392
  17;   remote_a;  on_off_btn;   485491;    0;         1246
  17;   remote_a;  on_off_btn;   485881;    1;          390
  17;   remote_a;  on_off_btn;   487123;    0;         1242
  17;   remote_a;  on_off_btn;   487516;    1;          393
  17;   remote_a;  on_off_btn;   488761;    0;         1245
  17;   remote_a;  on_off_btn;   489151;    1;          390
  17;   remote_a;  on_off_btn;   490398;    0;         1247
  17;   remote_a;  on_off_btn;   491582;    1;         1184
  17;   remote_a;  on_off_btn;   492049;    0;          467
  17;   remote_a;  on_off_btn;   493230;    1;         1181
  17;   remote_a;  on_off_btn;   493698;    0;          468
  17;   remote_a;  on_off_btn;   494087;    1;          389
  17;   remote_a;  on_off_btn;   495349;    0;         1262
  17;   remote_a;  on_off_btn;   495721;    1;          372
  17;   remote_a;  on_off_btn;   496965;    0;         1244
  17;   remote_a;  on_off_btn;   497357;    1;          392
  17;   remote_a;  on_off_btn;   498602;    0;         1245
  17;   remote_a;  on_off_btn;   498994;    1;          392
  17;   remote_a;  on_off_btn;   500234;    0;         1240
  17;   remote_a;  on_off_btn;   500629;    1;          395
  17;   remote_a;  on_off_btn;   501876;    0;         1247
  17;   remote_a;  on_off_btn;   502263;    1;          387
  17;   remote_a;  on_off_btn;   503510;    0;         1247
  17;   remote_a;  on_off_btn;   503898;    1;          388
  17;   remote_a;  on_off_btn;   505148;    0;         1250
  17;   remote_a;  on_off_btn;   506328;    1;         1180
  17;   remote_a;  on_off_btn;   506788;    0;          460
  17;   remote_a;  on_off_btn;   507180;    1;          392
  17;   remote_a;  on_off_btn;   519372;    0;        12192
  17;   remote_a;  on_off_btn;   519757;    1;          385
  17;   remote_a;  on_off_btn;   520998;    0;         1241
  17;   remote_a;  on_off_btn;   522187;    1;         1189
  17;   remote_a;  on_off_btn;   522647;    0;          460
  17;   remote_a;  on_off_btn;   523834;    1;         1187
  17;   remote_a;  on_off_btn;   524296;    0;          462
  17;   remote_a;  on_off_btn;   525482;    1;         1186
  17;   remote_a;  on_off_btn;   525947;    0;          465
